task_id,target_dl,task_band,family,task_title,delegation_prompt,setup_summary,deliverables,difficulty_horizon,difficulty_coordination,difficulty_uncertainty,difficulty_ambiguity,difficulty_tool_diversity,difficulty_verification,difficulty_novelty,difficulty_env_change,primary_intervention_budget,secondary_intervention_budgets,allowed_human_help,disallowed_human_help,governance_approval_policy,success_criterion,verifier_inputs,hidden_perturbation,escalation_policy,max_cid,time_budget_minutes,min_meaningful_actions,required_persistent_state,dynamic_environment,expected_autonomy,split,environment_seed,asset_bundle_status,benchmark_version,notes,stratum,difficulty_risk,$coordinate_comment,difficulty_vector_framework.ambiguity,difficulty_vector_framework.horizon,difficulty_vector_framework.uncertainty,difficulty_vector_framework.tool_diversity,difficulty_vector_framework.novelty,difficulty_vector_framework.verification,difficulty_vector_framework.coordination,difficulty_vector_framework.risk,difficulty_vector_local.env_change,kappa.verifiability,kappa.reversibility,t_do,t_do_coords,$kappa_comment,loss.value,loss.c_det,loss.c_undo,loss.c_residual,loss.rho,loss.p_star,reliability_target_v0_1,$reliability_comment,acceptance.locus_required,acceptance.locus_inadmissible,acceptance.$locus_comment,acceptance.criterion_register_required,acceptance.$register_comment,acceptance.sigma_bound,acceptance.sigma_bound_mechanism,verifier.verifier_type,verifier.verifier_id,verifier.false_pass_rate,verifier.$false_pass_comment,verifier.fidelity_evidence,load_instrumentation.required_episode_fields,load_instrumentation.load_identity,load_instrumentation.$comment,load_instrumentation.t_delta_source,probe_kind,probe_pair_id,falsified_if,expected_outcome_class,scaffold_in_prompt,intervention_script,intervention_timing,declared_tool_set,dl_o_target,coordination_required,original_task_band,post_tool_task_band,resume_required,interrupt_at,h_sweep_group,rules_exercised,$split_comment,$why_this_class_exists,loss.$note
DLI-DL2-SOF-02,DL2,T2,software,DL2 software benchmark 2,"Complete the multi-step delegated task in Task Card B for the supplied configuration/parser module. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize backward compatibility, reliability, docs.",sandbox package + verifier,"Primary artifact(s), execution trace, intervention log, and verifier evidence for configuration/parser module.",2,3,2,1,3,2,1,2,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; backward compatibility, reliability, docs requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,dev,2026082426,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,1,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,2,3,1,2,3,1,2,2,1,12,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.05,0.1,0.0,0.15,0.1304,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,unit_test,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-DAT-01,DL2,T2,data,DL2 data benchmark 1,"Complete the multi-step delegated task in Task Card A for the supplied multi-table dataset. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize quality, joins, aggregates.",synthetic CSV/JSON bundle + sealed reference,"Primary artifact(s), execution trace, intervention log, and verifier evidence for multi-table dataset.",2,2,1,1,2,2,1,1,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; quality, joins, aggregates requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,dev,2026082427,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,1,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,1,2,1,2,2,1,1,2,1,9,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.1,0.1,0.0,0.2,0.1667,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,schema_reference,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-DAT-02,DL2,T2,data,DL2 data benchmark 2,"Complete the multi-step delegated task in Task Card B for the supplied analytics pipeline. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize leakage control, reproducibility, metrics.",synthetic dataset + metric oracle,"Primary artifact(s), execution trace, intervention log, and verifier evidence for analytics pipeline.",2,3,2,1,3,2,1,2,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; leakage control, reproducibility, metrics requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,validation,2026082428,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,1,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,2,3,1,2,3,1,2,2,1,12,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.1,0.1,0.0,0.2,0.1667,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,schema_reference,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-RES-01,DL2,T2,research,DL2 research benchmark 1,"Complete the multi-step delegated task in Task Card A for the supplied synthetic literature/evidence set. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize evidence quality, contradictions, uncertainty.",sealed synthetic sources + reference rubric,"Primary artifact(s), execution trace, intervention log, and verifier evidence for synthetic literature/evidence set.",2,2,1,1,2,2,1,1,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; evidence quality, contradictions, uncertainty requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,dev,2026082429,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,0,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,1,2,1,2,2,0,1,2,0,9,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.2,0.05,0.0,0.25,0.2,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,external_rubric,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-RES-02,DL2,T2,research,DL2 research benchmark 2,"Complete the multi-step delegated task in Task Card B for the supplied simulated scientific system. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize hypotheses, experiments, held-out predictions.",scientific simulator + hidden mechanism,"Primary artifact(s), execution trace, intervention log, and verifier evidence for simulated scientific system.",2,3,2,1,3,2,1,2,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; hypotheses, experiments, held-out predictions requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,validation,2026082430,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,0,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,2,3,1,2,3,0,2,2,0,12,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.2,0.05,0.0,0.25,0.2,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,external_rubric,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-PLA-01,DL2,T2,planning,DL2 planning benchmark 1,"Complete the multi-step delegated task in Task Card A for the supplied resource-constrained project. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize dependencies, deadlines, budget.",project simulator + hidden scenarios,"Primary artifact(s), execution trace, intervention log, and verifier evidence for resource-constrained project.",2,2,1,1,2,2,1,1,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; dependencies, deadlines, budget requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,validation,2026082431,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,1,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,1,2,1,2,2,1,1,2,1,9,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.2,0.1,0.0,0.3,0.2308,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,constraint_checker,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-PLA-02,DL2,T2,planning,DL2 planning benchmark 2,"Complete the multi-step delegated task in Task Card B for the supplied dynamic portfolio. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize value, uncertainty, reallocation.",portfolio simulator + reward oracle,"Primary artifact(s), execution trace, intervention log, and verifier evidence for dynamic portfolio.",2,3,2,1,3,2,1,2,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; value, uncertainty, reallocation requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,certification_hidden,2026082432,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,1,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,2,3,1,2,3,1,2,2,1,12,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.2,0.1,0.0,0.3,0.2308,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,constraint_checker,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-DOC-01,DL2,T2,document,DL2 document benchmark 1,"Complete the multi-step delegated task in Task Card A for the supplied policy/standards corpus. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize authority, supersession, traceability.",synthetic document corpus + reference map,"Primary artifact(s), execution trace, intervention log, and verifier evidence for policy/standards corpus.",2,2,1,1,2,2,1,1,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; authority, supersession, traceability requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,certification_hidden,2026082433,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,0,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,1,2,1,2,2,0,1,2,0,9,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.1,0.05,0.0,0.15,0.1304,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,external_rubric,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-DOC-02,DL2,T2,document,DL2 document benchmark 2,"Complete the multi-step delegated task in Task Card B for the supplied technical dossier. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize claim-evidence trace, reproducibility, consistency.",synthetic project artifacts + external rubric,"Primary artifact(s), execution trace, intervention log, and verifier evidence for technical dossier.",2,3,2,1,3,2,1,2,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; claim-evidence trace, reproducibility, consistency requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,dev,2026082434,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,0,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,2,3,1,2,3,0,2,2,0,12,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.1,0.05,0.0,0.15,0.1304,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,external_rubric,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
DLI-DL2-TOO-01,DL2,T2,tool_use,DL2 tool_use benchmark 1,"Complete the multi-step delegated task in Task Card A for the supplied offline multi-tool sandbox. Plan the dependent steps, maintain state, recover from one local failure, produce all requested artifacts, and verify them. Requirements emphasize tool choice, state, provenance.",safe local tools + trace verifier,"Primary artifact(s), execution trace, intervention log, and verifier evidence for offline multi-tool sandbox.",2,2,1,1,2,2,1,1,H2,H3;H2;H1,Occasional clarification or local correction; no central strategy or multi-step plan.,Human may not supply the multi-step plan or repeatedly choose the next action.,Governance/permission approvals are logged separately and do not count as cognitive help unless they also provide strategy.,"All deliverables pass external checks; dependent steps are completed; at least one local failure is recovered without human planning; tool choice, state, provenance requirements hold.",Task assets + sealed reference/hidden tests + complete agent/tool/intervention trace.,"One recoverable malformed input, stale record, failing edge case, or continuation token.",Allowed when evidence or permission is genuinely insufficient; counted as not autonomously completed for frontier scoring.,CID2,60,7,persistent multi-step task state,Limited,Plan and execute a routine multi-step task,validation,2026082435,specification starter; executable assets should be generated from the seed and kept hidden for certification,DLI-Bench v0.2,"Difficulty and loss values are DESIGN LABELS (0-5 and cost units), not empirically calibrated. Verifier false-pass rates are null, meaning unknown.",ladder,2,"difficulty_risk is the framework's eighth coordinate (cost of error) and was absent from v0.1, which carried env_change in its place. env_change is retained as a local ninth, not as one of the eight.",1,2,1,2,1,2,2,2,1,2,2,9,ambiguity; horizon; uncertainty; tool_diversity; novelty; coordination,"the frontier is downward closed in t_do WITHIN a kappa cell, which is the property the single band was reaching for and did not have. Comparisons across cells are different questions and are reported as such.",1.0,0.1,0.15,0.0,0.25,0.2,0.85,superseded by loss.p_star. v0.1's target was chosen by the evaluator and fell as the band rose; p* is set by the class and does the opposite where failure is expensive.,a2_separated_process,a0_performing_system,"the requirement is on locus, not on species: acceptance may be a machine and must not be the same machine. One base model in two processes with separate credentials and enforced write sets satisfies it; one model told to now act as reviewer does not.",True,criteria are written before the work and outside the system's write set. A criterion authored after the work is a criterion fitted to it.,0.0,the human specifies each operation and its acceptance; no criterion is system-authored,tool_trace,null,null,"null means UNKNOWN, never zero. A frontier reported without this or an explicit unknown breaches Rule 11.",null,human_interventions[].raised_at; human_interventions[].responded_at; human_interventions[].cid; human_interventions[].cognitive; human_interventions[].minutes,L = r * (T_delta + c_i),"report L per CID band rather than dividing by an unknown, so that one deep rescue is not averaged against twenty approvals.","responded_at - raised_at, per intervention",,,,complete,none,,rescue_only,standard sandbox toolchain; no external network,,no,,,no,,,,"restratified: v0.1 gave this band one split, which leaves a frontier with no anchor below the band it certifies",,
